comments,star_rating,tags,compound,sentiment_category,professor_name,ranked_tags_w2v,Tag1,Tag2,Tag3,Tag4,Tag5
I took Dr. Cooke\'s URBN 1200 course online over the summer. Dr. Cooke is pretty knowledgable and It was an interesting course. There was no textbook and he just had you do assigned readings on HuskyCT. Your grade was based on 12 writing assignments and your comments on other student\'s assignments and he dropped your two lowest scores.,3.2,"knowledgeable, interesting, no textbook, assigned readings, writing assignments, dropped lowest scores",-0.2732,negative,Robert Warden,"knowledgeable, interesting, writing assignments, no textbook, dropped lowest scores",knowledgeable,interesting,writing assignments,no textbook,dropped lowest scores
"i like the class so far. Sherry, you are the best, thanks for all the help.",4.6,"best, helpful",0.7906,positive,Jans Wager,"helpful, best",helpful,best,,,
"Go to class! Mike is very understanding so if you have conflicting responsibilities, talk to him. Takes late work. You can do assignments ahead of time and only show up to class for 15 minutes to get it checked. Encourages talking in class. Assignment grades based on whether you do them or not, not correctness. Allows internet usage/notes on exam.",4.8,"understanding, flexible, accommodating, lenient, encourages participation, non-traditional grading, allows resources, supportive",0.7964,positive,Dana Baylard,"accommodating, supportive, lenient, flexible, understanding",accommodating,supportive,lenient,flexible,understanding
"If this was not my last semester, I would have dropped this class from day 1. Awful - lectures are dull, slides are a mess, tests do not match what she says to study for, uses obscure things from the book never addressed during class. If you can get around taking this class and this professor, do so.",3.2,"Awful, dull, mess, obscure, NA",-0.802,negative,Wolfgang Ziller,"awful, dull, mess, obscure, na",awful,dull,mess,obscure,na
"Having graduated 12 years ago, now, Dr. Chinn is one of the Trinity professors I look back on ith the most fondness. I took Intro., Chinese Phil., and Logic from him and always found him to be kindhearted and humorous.",2.3,"kindhearted, humorous",0.3818,positive,Rich Carter,"kindhearted, humorous",kindhearted,humorous,,,
"makes learning extremly fun. sometimes give to many essays, buy you\'ll forgive him. It\'s hard to get a word in sometimes. Time really flies in this class. For once learning was enjoyable.",4.1,"fun, forgiving, engaging, time flies, enjoyable",0.8885,positive,Jans Wager,"enjoyable, fun, engaging, forgiving, time flies",enjoyable,fun,engaging,forgiving,time flies
Fabulous professor. Be prepared.,4.0,"Fabulous, prepared",0.6486,positive,William Hollinrake,"fabulous, prepared",fabulous,prepared,,,
"By far the best teacher I have ever had. He is a wealth of knowledge on law enforcement and makes even the most boring subject interesting. If you comment that his class is hard you must be braindead. If you go to class and pay attention, you will do very well. Wish he taught graduate classes!",4.7,"knowledgeable, engaging, interesting, challenging, attentive",0.6908,positive,Mara Merlino,"knowledgeable, attentive, engaging, interesting, challenging",knowledgeable,attentive,engaging,interesting,challenging
"The class really isn\'t that hard, though the books she chooses are boring. She\'s kind of ditzy though, and can be boring at times, but she is a fair grader.",3.0,"boring, ditzy, fair grader",0.0,neutral,Rich Carter,"ditzy, boring, fair grader",ditzy,boring,fair grader,,
"I don\'t know how anyone could say anything negative about this prof. It\'s such an honor to have a nationally recognized poet heading up the UTPA English Dept., yet he\'s very unassuming and easily approachable if a person needs help. I highly recommend him to anyone who\'s trying to learn to write poetry. He helped me enormously.",3.5,"honorable, nationally recognized, poet, unassuming, approachable, helpful, highly recommend, enormously helped",0.8439,positive,Robert Warden,"approachable, unassuming, honorable, poet, helpful",approachable,unassuming,honorable,poet,helpful
"I had to take this class because I didn\'t get a good ACT score, so I already knew what I was doing. She is one of the best math teachers I have ever had. She really knows how to break everything down, so you can understand. Although you can not use calculators, she makes everything easy enough to be able to do without one.",3.5,"knowledgeable, effective, thorough",0.4767,positive,Robert Warden,"knowledgeable, thorough, effective",knowledgeable,thorough,effective,,
"funny and laid back. his upper level classes are great. really knows his stuff. very confusing class, but i think that was more due to the subject matter.",3.0,"funny, laid back, knowledgeable, confusing",0.25,positive,Hon Linda,"funny, confusing, knowledgeable, laid back",funny,confusing,knowledgeable,laid back,
prof clear is an awesome teacher. very knowledgable and informative. cordial and friendly with students. uses interesting anecdotes and tidbits to make information relative. has a great teaching manner. take his classes if you can.,3.4,"knowledgeable, informative, cordial, friendly, great teaching manner",0.8074,positive,Mima Petrovic,"cordial, knowledgeable, informative, friendly, great teaching manner",cordial,knowledgeable,informative,friendly,great teaching manner
he was hard and picked favorites. DO NOT GET ON HIS BAD SIDE!,2.1,"strict, favorites, intimidating",-0.0258,neutral,Robert Warden,"intimidating, favorites, strict",intimidating,favorites,strict,,
"Danny Fon is a great teacher. If you go see him in office hours, he will give you the answers to the homework. Final is not cumulative. I would recommend taking him.",4.2,"great teacher, helpful, recommends taking",0.8316,positive,Jans Wager,"helpful, recommends taking, great teacher",helpful,recommends taking,great teacher,,
"Wayne was such a great prof...he had no patience for stupidity and made sure to help students any way possible, such as by posting notes on teh internet or providing clarification. The assignments are easy if you read the text. Very Informative, I just wish he told off the morons in class.",4.5,"strict, helpful, informative, no patience",0.1531,positive,Robert Warden,"helpful, informative, strict, no patience",helpful,informative,strict,no patience,
I absolutely loved coming to this class!! Sherry is such an awesome teacher! =) She made learning ASL very easy. Her facial expressions were hilarious!!,4.8,"awesome, easy, hilarious",0.8658,positive,Bryan Eldredge,"awesome, hilarious, easy",awesome,hilarious,easy,,
"i once even saw his assistant/ta fall asleep and then wake up at the end drooling, he puts everyone asleep",3.9,"boring, puts students to sleep, unengaging",-0.3182,negative,Robert Warden,"boring, unengaging, puts students to sleep",boring,unengaging,puts students to sleep,,
"You have 3 exams, two worth 400 points and one worth 200 points, and this is the only thing on your grade. The exams are easy to pass as long as you go to the study sessions by the TA\'s! I\'ve only been to this class on exam days, most of the information you need is given to you during the study sessions. Just study and you\'ll do fine.",3.3,"easy exams, study sessions, helpful TA's, minimal class attendance",0.6908,positive,Robert Warden,"study sessions, minimal class attendance, helpful ta's, easy exams",study sessions,minimal class attendance,helpful ta's,easy exams,
physics is hard. you must do all homewrk to understand. Highly recommended...get a tutor to help you do all the homework. The final exam is very very hard.,3.3,"hardworking, recommended, challenging",0.34,positive,Robert Warden,"hardworking, challenging, recommended",hardworking,challenging,recommended,,
